datetime,generation_mw,demand_mw,load_shedding,gas,liquid_fuel,coal,hydro,solar,wind,india_bheramara_hvdc,india_tripura,india_adani,nepal,remarks
2015-04-21 18:30:00,7409,7409,0,4474,2289,146,70,nan,nan,430,0,nan,nan,
2015-04-21 18:00:00,7390,7390,0,4478,2266,146,70,nan,nan,430,0,nan,nan,
2015-04-21 17:29:59,6698,6698,0,4184,1894,145,45,nan,nan,430,0,nan,nan,
2015-04-21 17:00:00,6098,6098,0,4040,1452,146,30,nan,nan,430,0,nan,nan,
2015-04-21 15:59:59,6224,6224,0,4144,1465,145,40,nan,nan,430,0,nan,nan,
2015-04-21 15:00:00,6271,6271,0,4368,1463,145,40,nan,nan,430,0,nan,nan,
2015-04-21 14:00:00,5943,5943,0,4233,1421,143,44,nan,nan,430,0,nan,nan,
2015-04-21 12:59:59,5943,5943,0,4234,1086,146,44,nan,nan,434,0,nan,nan,
2015-04-21 12:00:00,5947,5947,0,4256,1073,140,44,nan,nan,434,0,nan,nan,
2015-04-21 09:59:59,5769,5769,0,4113,1032,144,44,nan,nan,436,0,nan,nan,
2015-04-21 11:00:00,5940,5940,0,4184,1133,145,44,nan,nan,434,0,nan,nan,Day_Peak
2015-04-21 08:00:00,5463,5463,0,4166,673,144,44,nan,nan,436,0,nan,nan,
2015-04-21 06:59:59,5246,5246,0,4222,413,146,30,nan,nan,435,0,nan,nan,
2015-04-22 23:00:00,4053,4053,0,3106,316,158,30,nan,nan,443,0,nan,nan,
2015-04-22 21:00:00,5368,5368,0,4184,552,160,30,nan,nan,442,0,nan,nan,
2015-04-22 21:00:00,5811,5811,0,4158,1021,162,30,nan,nan,440,0,nan,nan,
2015-04-22 20:00:00,6336,6336,0,4415,1288,163,30,nan,nan,440,0,nan,nan,
2015-04-22 18:59:59,6758,6758,0,4543,1570,159,46,nan,nan,440,0,nan,nan,
2015-04-22 18:30:00,6689,6689,0,4399,1648,158,44,nan,nan,440,0,nan,nan,
2015-04-22 18:00:00,6811,6811,0,4431,1738,158,44,nan,nan,440,0,nan,nan,Evening_Peak
2015-04-22 17:29:59,6195,6195,0,4185,1372,153,45,nan,nan,440,0,nan,nan,
2015-04-22 17:00:00,5731,5731,0,4086,1014,161,30,nan,nan,440,0,nan,nan,
2015-04-22 15:59:59,5791,5791,0,4237,910,161,44,nan,nan,439,0,nan,nan,
2015-04-22 15:00:00,5946,5946,0,4356,950,159,42,nan,nan,439,0,nan,nan,
2015-04-22 14:00:00,6006,6006,0,4373,993,158,43,nan,nan,439,0,nan,nan,
2015-04-22 12:59:59,5331,5331,0,4175,521,152,44,nan,nan,439,0,nan,nan,
2015-04-22 12:00:00,5157,5157,0,4072,444,157,43,nan,nan,441,0,nan,nan,
2015-04-22 11:00:00,5085,5085,0,4042,403,156,43,nan,nan,441,0,nan,nan,Day_Peak
2015-04-22 09:59:59,4844,4844,0,3886,327,147,42,nan,nan,442,0,nan,nan,
2015-04-22 08:00:00,4217,4217,0,3343,244,159,69,nan,nan,439,0,nan,nan,
2015-04-22 06:59:59,3485,3485,0,2634,222,158,32,nan,nan,439,0,nan,nan,
2015-04-22 06:00:00,3366,3366,0,2520,215,161,30,nan,nan,440,0,nan,nan,
2015-04-22 05:00:00,3215,3215,0,2446,139,161,30,nan,nan,439,0,nan,nan,
2015-04-22 03:59:59,3273,3273,0,2488,157,159,30,nan,nan,439,0,nan,nan,
2015-04-22 03:00:00,3153,3153,0,2369,158,156,30,nan,nan,440,0,nan,nan,
2015-04-22 02:00:00,3187,3187,0,2391,157,159,41,nan,nan,439,0,nan,nan,
2015-04-22 00:59:59,3482,3482,0,2693,253,158,40,nan,nan,338,0,nan,nan,
2015-04-22 00:00:00,5041,5041,0,4085,328,158,40,nan,nan,430,0,nan,nan,
2015-04-23 23:00:00,4056,4056,0,3269,156,158,30,nan,nan,443,0,nan,nan,
2015-04-23 21:59:59,3910,3910,0,2988,292,157,30,nan,nan,443,0,nan,nan,
2015-04-23 21:00:00,4814,4814,0,3664,528,160,30,nan,nan,432,0,nan,nan,
2015-04-23 20:00:00,5889,5889,0,4305,939,160,41,nan,nan,444,0,nan,nan,
2015-04-23 18:59:59,6667,6667,0,4511,1523,159,41,nan,nan,433,0,nan,nan,
2015-04-23 18:30:00,6710,6710,0,4444,1635,158,40,nan,nan,433,0,nan,nan,
2015-04-23 18:00:00,6821,6821,0,4510,1679,159,40,nan,nan,433,0,nan,nan,Evening_Peak
2015-04-23 17:29:59,6141,6141,0,4329,1187,152,40,nan,nan,433,0,nan,nan,
2015-04-23 17:00:00,5492,5492,0,4109,753,157,40,nan,nan,433,0,nan,nan,
2015-04-23 15:00:00,5726,5726,0,4299,790,158,46,nan,nan,433,0,nan,nan,
2015-04-23 15:59:59,5692,5692,0,4235,819,159,46,nan,nan,433,0,nan,nan,
2015-04-23 00:00:00,5726,5726,0,4199,790,158,46,nan,nan,433,0,nan,nan,
2015-04-23 14:00:00,5610,5610,0,4276,697,160,43,nan,nan,434,0,nan,nan,
2015-04-23 12:59:59,5340,5340,0,4281,423,163,40,nan,nan,433,0,nan,nan,
2015-04-23 12:00:00,5224,5224,0,4215,360,163,42,nan,nan,444,0,nan,nan,
2015-04-23 11:00:00,5052,5052,0,4018,385,163,42,nan,nan,444,0,nan,nan,Day_Peak
2015-04-23 09:59:59,4911,4911,0,3911,351,164,42,nan,nan,443,0,nan,nan,
2015-04-23 09:00:00,4703,4703,0,3805,248,165,42,nan,nan,443,0,nan,nan,
2015-04-23 08:00:00,4228,4228,0,3379,172,164,70,nan,nan,443,0,nan,nan,
2015-04-23 06:59:59,3586,3586,0,2820,160,163,0,nan,nan,443,0,nan,nan,
2015-04-23 06:00:00,3459,3459,0,2692,160,163,0,nan,nan,444,0,nan,nan,
2015-04-23 05:00:00,3326,3326,0,2557,165,160,0,nan,nan,444,0,nan,nan,
2015-04-23 03:59:59,3487,3487,0,2709,172,183,0,nan,nan,443,0,nan,nan,
2015-04-23 03:00:00,3473,3473,0,2687,182,160,0,nan,nan,444,0,nan,nan,
2015-04-23 02:00:00,3449,3449,0,2668,177,161,0,nan,nan,443,0,nan,nan,
2015-04-23 00:59:59,3839,3839,0,3029,177,161,30,nan,nan,442,0,nan,nan,
2015-04-23 00:00:00,3976,3976,0,3116,230,158,30,nan,nan,442,0,nan,nan,
2015-04-24 23:00:00,5580,5580,0,4685,250,157,42,nan,nan,446,0,nan,nan,
2015-04-24 21:59:59,5840,5840,0,4848,356,149,42,nan,nan,445,0,nan,nan,
2015-04-24 21:00:00,6362,6362,0,4884,826,161,45,nan,nan,446,0,nan,nan,
2015-04-24 20:00:00,6751,6751,0,4914,1187,160,44,nan,nan,446,0,nan,nan,
2015-04-24 18:59:59,6790,6790,0,4616,1522,162,44,nan,nan,446,0,nan,nan,Evening_Peak
2015-04-24 18:30:00,6678,6678,0,4486,1545,157,44,nan,nan,446,0,nan,nan,
2015-04-24 18:00:00,6517,6517,0,4420,1451,157,44,nan,nan,445,0,nan,nan,
2015-04-24 17:29:59,5518,5518,0,4123,763,157,30,nan,nan,445,0,nan,nan,
2015-04-24 17:00:00,4677,4677,0,3779,264,158,30,nan,nan,446,0,nan,nan,
2015-04-24 15:59:59,4593,4593,0,3833,125,159,30,nan,nan,446,0,nan,nan,
2015-04-24 15:00:00,4763,4763,0,4006,125,157,30,nan,nan,445,0,nan,nan,
2015-04-24 14:00:00,4725,4725,0,4009,115,156,0,nan,nan,445,0,nan,nan,
2015-04-24 12:59:59,4449,4449,0,3687,157,160,0,nan,nan,445,0,nan,nan,
2015-04-24 12:00:00,4403,4403,0,3655,140,162,0,nan,nan,446,0,nan,nan,
2015-04-24 11:00:00,4197,4197,0,3464,124,163,0,nan,nan,446,0,nan,nan,Day_Peak
2015-04-24 09:59:59,3813,3813,0,3086,122,160,0,nan,nan,445,0,nan,nan,
2015-04-24 09:00:00,3660,3660,0,2912,139,163,0,nan,nan,446,0,nan,nan,
2015-04-24 08:00:00,3473,3473,0,2729,139,159,0,nan,nan,446,0,nan,nan,
2015-04-24 06:59:59,3278,3218,0,2733,139,154,0,nan,nan,252,0,nan,nan,
2015-04-24 06:00:00,3167,3167,0,2631,132,152,0,nan,nan,252,0,nan,nan,
2015-04-24 05:00:00,3255,3255,0,2652,159,162,30,nan,nan,252,0,nan,nan,
2015-04-24 03:59:59,3373,3373,0,2774,158,158,31,nan,nan,252,0,nan,nan,
2015-04-24 03:00:00,3397,3397,0,2830,124,159,32,nan,nan,252,0,nan,nan,
2015-04-24 02:00:00,3511,3511,0,2948,124,157,30,nan,nan,252,0,nan,nan,
2015-04-24 00:59:59,3486,3486,0,2872,124,156,30,nan,nan,304,0,nan,nan,
2015-04-24 00:00:00,3629,3629,0,2877,124,156,30,nan,nan,442,0,nan,nan,
2015-04-25 20:00:00,6167,6167,0,4958,554,156,46,nan,nan,453,0,nan,nan,
2015-04-25 18:59:59,6248,6248,0,4901,693,156,46,nan,nan,452,0,nan,nan,Evening_Peak
2015-04-25 18:30:00,6187,6187,0,4901,693,156,46,nan,nan,452,0,nan,nan,
2015-04-25 18:00:00,4623,4623,0,4623,807,157,46,nan,nan,452,0,nan,nan,
2015-04-25 17:29:59,5725,5725,0,4337,731,158,46,nan,nan,453,0,nan,nan,
2015-04-25 17:00:00,4928,4928,0,3930,351,151,43,nan,nan,453,0,nan,nan,
2015-04-25 15:59:59,4511,4511,0,3809,150,159,46,nan,nan,347,0,nan,nan,
2015-04-25 15:00:00,4653,4653,0,4087,103,157,46,nan,nan,260,0,nan,nan,
2015-04-25 14:00:00,4526,4526,0,3968,108,160,30,nan,nan,260,0,nan,nan,
2015-04-25 12:59:59,4380,4380,0,3826,98,156,40,nan,nan,260,0,nan,nan,
2015-04-25 12:00:00,4214,4214,0,3611,147,156,40,nan,nan,260,0,nan,nan,
2015-04-25 06:00:00,3625,3625,0,2942,58,158,22,nan,nan,445,0,nan,nan,
2015-04-25 11:00:00,4390,4390,0,3885,50,155,40,nan,nan,260,0,nan,nan,Day_Peak
2015-04-25 09:59:59,4242,4242,0,3747,58,155,22,nan,nan,260,0,nan,nan,
2015-04-25 09:00:00,3948,3948,0,3266,58,152,22,nan,nan,450,0,nan,nan,
2015-04-25 08:00:00,4025,4025,0,3338,58,157,22,nan,nan,450,0,nan,nan,
2015-04-25 06:59:59,3624,3624,0,2971,58,123,22,nan,nan,450,0,nan,nan,
2015-04-25 05:00:00,3783,3783,0,3089,68,160,20,nan,nan,446,0,nan,nan,
2015-04-25 03:59:59,4230,4230,0,3436,161,158,30,nan,nan,445,0,nan,nan,
2015-04-25 03:00:00,4510,4510,0,3745,131,159,30,nan,nan,445,0,nan,nan,
2015-04-25 02:00:00,4703,4703,0,3930,141,156,30,nan,nan,446,0,nan,nan,
2015-04-25 00:59:59,4987,4987,0,4189,161,161,30,nan,nan,446,0,nan,nan,
2015-04-25 00:00:00,5197,5197,0,4379,184,158,30,nan,nan,446,0,nan,nan,
2015-04-26 23:00:00,5587,5587,0,4586,340,162,46,nan,nan,453,0,nan,nan,
2015-04-26 21:59:59,5995,5995,0,4822,510,164,46,nan,nan,453,0,nan,nan,
2015-04-26 21:00:00,6363,6363,0,4961,746,160,44,nan,nan,452,0,nan,nan,
2015-04-27 23:00:00,5246,5246,0,4412,170,157,46,nan,nan,461,0,nan,nan,
2015-04-27 21:59:59,5499,5499,0,4473,361,158,46,nan,nan,461,0,nan,nan,
2015-04-27 21:00:00,5784,5784,0,4487,643,155,42,nan,nan,457,0,nan,nan,
2015-04-27 20:00:00,6178,6178,0,4680,836,157,44,nan,nan,461,0,nan,nan,
2015-04-27 18:59:59,6244,6244,0,4695,889,154,45,nan,nan,461,0,nan,nan,
2015-04-27 18:30:00,6255,6255,0,4683,913,153,45,nan,nan,461,0,nan,nan,
2015-04-27 18:00:00,6323,6323,0,4572,1088,157,45,nan,nan,461,0,nan,nan,Evening_Peak
2015-04-27 17:29:59,5690,5690,0,4282,749,154,45,nan,nan,460,0,nan,nan,
2015-04-27 17:00:00,5194,5194,0,4094,436,158,45,nan,nan,461,0,nan,nan,
2015-04-27 15:59:59,5300,5300,0,4294,342,159,44,nan,nan,461,0,nan,nan,
2015-04-27 15:00:00,5569,5569,0,4573,337,156,42,nan,nan,461,0,nan,nan,
2015-04-27 14:00:00,5630,5630,0,4680,297,156,40,nan,nan,457,0,nan,nan,
2015-04-27 12:59:59,5424,5424,0,4469,311,156,30,nan,nan,458,0,nan,nan,
2015-04-27 09:59:59,5531,5531,0,4710,162,161,40,nan,nan,458,0,nan,nan,
2015-04-27 12:00:00,5459,5459,0,4445,363,148,45,nan,nan,458,0,nan,nan,
2015-04-27 00:00:00,5459,5459,0,4457,363,148,45,nan,nan,458,0,nan,nan,
2015-04-27 11:00:00,5602,5602,0,4763,187,150,45,nan,nan,457,0,nan,nan,Day_Peak
2015-04-27 09:00:00,5430,5430,0,4651,118,163,40,nan,nan,458,0,nan,nan,
2015-04-27 08:00:00,5200,5200,0,4425,117,171,30,nan,nan,457,0,nan,nan,
2015-04-27 06:59:59,4800,4800,0,4013,117,166,46,nan,nan,458,0,nan,nan,
2015-04-27 00:00:00,4800,4800,0,3954,117,166,46,nan,nan,458,0,nan,nan,
2015-04-27 06:00:00,4621,4621,0,3556,97,165,46,nan,nan,457,0,nan,nan,
2015-04-27 05:00:00,4470,4470,0,3704,97,165,46,nan,nan,458,0,nan,nan,
2015-04-27 03:59:59,4717,4717,0,3968,97,164,30,nan,nan,458,0,nan,nan,
2015-04-27 03:00:00,4690,4690,0,3943,97,162,30,nan,nan,458,0,nan,nan,
2015-04-27 02:00:00,4851,4851,0,4094,108,161,30,nan,nan,458,0,nan,nan,
2015-04-27 00:59:59,5064,5064,0,4282,116,162,46,nan,nan,458,0,nan,nan,
2015-04-27 00:00:00,5236,5236,0,4417,159,162,46,nan,nan,452,0,nan,nan,
2015-04-28 23:00:00,5519,5519,0,4510,343,161,44,nan,nan,461,0,nan,nan,
2015-04-28 21:59:59,5764,5764,0,4702,401,158,42,nan,nan,461,0,nan,nan,
2015-04-28 21:00:00,6169,6169,0,4973,531,161,43,nan,nan,461,0,nan,nan,
2015-04-28 20:00:00,6582,6582,0,4952,968,157,44,nan,nan,461,0,nan,nan,
2015-04-28 18:59:59,6713,6713,0,4892,1170,158,32,nan,nan,461,0,nan,nan,
2015-04-28 18:30:00,6801,6801,0,4870,1282,156,32,nan,nan,461,0,nan,nan,Evening_Peak
2015-04-28 18:00:00,6718,6718,0,4844,1227,154,32,nan,nan,461,0,nan,nan,
2015-04-28 17:29:59,5987,5987,0,4604,723,156,44,nan,nan,460,0,nan,nan,
2015-04-28 17:00:00,5113,5113,0,4106,359,156,32,nan,nan,460,0,nan,nan,
2015-04-28 15:59:59,5116,5116,0,4165,299,159,32,nan,nan,461,0,nan,nan,
2015-04-28 15:00:00,5264,5264,0,4312,306,106,30,nan,nan,460,0,nan,nan,
2015-04-28 14:00:00,5471,5471,0,4339,476,160,35,nan,nan,461,0,nan,nan,
2015-04-28 12:59:59,5275,5275,0,4315,297,158,44,nan,nan,461,0,nan,nan,
2015-04-28 12:00:00,5162,5162,0,4240,257,160,44,nan,nan,461,0,nan,nan,
2015-04-28 11:00:00,5331,5331,0,4406,265,155,44,nan,nan,461,0,nan,nan,Day_Peak
2015-04-28 09:59:59,5035,5035,0,4176,207,161,30,nan,nan,461,0,nan,nan,
2015-04-28 09:00:00,4974,4974,0,4130,198,156,30,nan,nan,460,0,nan,nan,
2015-04-28 08:00:00,4710,4710,0,3932,131,156,30,nan,nan,461,0,nan,nan,
2015-04-28 06:59:59,4408,4408,0,3659,101,157,30,nan,nan,461,0,nan,nan,
2015-04-28 06:00:00,4404,4404,0,3654,101,158,30,nan,nan,461,0,nan,nan,
2015-04-28 05:00:00,4288,4288,0,3537,101,159,30,nan,nan,461,0,nan,nan,
2015-04-28 03:59:59,4440,4440,0,3685,101,159,35,nan,nan,460,0,nan,nan,
2015-04-28 03:00:00,4442,4442,0,3685,101,160,35,nan,nan,461,0,nan,nan,
2015-04-28 02:00:00,4573,4573,0,3817,101,160,35,nan,nan,460,0,nan,nan,
2015-04-28 00:59:59,4690,4690,0,3924,101,159,46,nan,nan,460,0,nan,nan,
2015-04-28 00:00:00,4898,4898,0,4116,116,159,46,nan,nan,461,0,nan,nan,
2015-04-29 20:00:00,7063,7063,0,4920,1488,158,46,nan,nan,451,0,nan,nan,
2015-04-29 18:59:59,7111,7111,0,4779,1684,159,42,nan,nan,452,0,nan,nan,
2015-04-29 18:30:00,7067,7067,0,4625,1789,159,42,nan,nan,452,0,nan,nan,
2015-04-29 18:00:00,7105,7105,0,4655,1793,159,46,nan,nan,452,0,nan,nan,
2015-04-29 17:29:59,6017,6017,0,4418,948,159,40,nan,nan,452,0,nan,nan,
2015-04-29 17:00:00,5611,5611,0,4320,651,158,30,nan,nan,452,0,nan,nan,
2015-04-29 15:59:59,5607,5607,0,4375,592,158,30,nan,nan,452,0,nan,nan,
2015-04-29 15:00:00,5876,5876,0,4524,697,161,42,nan,nan,452,0,nan,nan,
2015-04-29 14:00:00,5885,5885,0,4740,491,160,42,nan,nan,452,0,nan,nan,
2015-04-29 12:59:59,5846,5846,0,4687,510,156,41,nan,nan,452,0,nan,nan,
2015-04-29 23:00:00,6214,6214,0,4961,597,158,46,nan,nan,452,0,nan,nan,
2015-04-29 21:59:59,6561,6561,0,4968,939,156,46,nan,nan,452,0,nan,nan,
2015-04-29 21:00:00,6891,6891,0,4948,1302,160,30,nan,nan,451,0,nan,nan,
2015-04-29 12:00:00,5683,5683,0,4554,479,158,40,nan,nan,452,0,nan,nan,
2015-04-29 11:00:00,5576,5576,0,4457,468,159,40,nan,nan,452,0,nan,nan,Day_Peak
2015-04-29 09:59:59,5568,5568,0,4478,450,159,30,nan,nan,451,0,nan,nan,
2015-04-29 09:00:00,5484,5484,0,4384,444,160,45,nan,nan,451,0,nan,nan,
2015-04-29 08:00:00,5164,5164,0,4073,431,163,45,nan,nan,452,0,nan,nan,
2015-04-29 06:59:59,4850,4850,0,3849,357,162,30,nan,nan,452,0,nan,nan,
2015-04-29 06:00:00,4710,4710,0,3819,248,161,30,nan,nan,452,0,nan,nan,
2015-04-29 05:00:00,4552,4552,0,3674,235,161,30,nan,nan,452,0,nan,nan,
2015-04-29 03:59:59,4774,4774,0,3847,274,161,40,nan,nan,452,0,nan,nan,
2015-04-29 03:00:00,4761,4761,0,3831,278,161,40,nan,nan,451,0,nan,nan,
2015-04-29 02:00:00,4881,4881,0,3951,278,160,40,nan,nan,52,0,nan,nan,
2015-04-29 00:59:59,4989,4989,0,4060,279,159,40,nan,nan,451,0,nan,nan,
2015-04-29 00:00:00,5180,5180,0,4242,288,159,40,nan,nan,451,0,nan,nan,
2015-04-30 23:00:00,6122,6122,0,4608,865,152,43,nan,nan,454,0,nan,nan,
2015-04-30 21:59:59,6462,6462,0,4663,1145,155,45,nan,nan,454,0,nan,nan,
2015-04-30 21:00:00,6656,6656,0,4838,1165,158,44,nan,nan,451,0,nan,nan,
2015-04-30 18:30:00,6889,6889,0,4698,1540,157,42,nan,nan,452,0,nan,nan,Evening_Peak
2015-04-30 20:00:00,6812,6812,0,4982,1176,158,44,nan,nan,452,0,nan,nan,
2015-04-30 17:29:59,6065,6065,0,4239,1187,156,32,nan,nan,451,0,nan,nan,
2015-04-30 18:59:59,6750,6750,0,4790,1310,156,42,nan,nan,452,0,nan,nan,
2015-04-30 00:00:00,6889,6889,0,4698,1540,157,42,nan,nan,452,0,nan,nan,Evening_Peak
2015-04-30 18:00:00,6723,6723,0,4652,1430,157,32,nan,nan,452,0,nan,nan,
2015-04-30 00:00:00,6065,6065,0,4239,1187,156,32,nan,nan,451,0,nan,nan,
2015-04-30 17:00:00,5411,5411,0,4081,689,157,32,nan,nan,452,0,nan,nan,
2015-04-30 15:59:59,5703,5703,0,4401,650,158,42,nan,nan,452,0,nan,nan,
2015-04-30 15:00:00,5802,5802,0,4450,701,155,44,nan,nan,452,0,nan,nan,
2015-04-30 14:00:00,6087,6087,0,4532,903,156,44,nan,nan,452,0,nan,nan,
2015-04-30 12:59:59,5925,5925,0,4494,777,156,46,nan,nan,452,0,nan,nan,
2015-04-30 12:00:00,5999,5999,0,4771,573,157,46,nan,nan,452,0,nan,nan,
2015-04-30 11:00:00,5867,5867,0,4661,560,148,46,nan,nan,452,0,nan,nan,
2015-04-30 09:59:59,5920,5920,0,4792,478,152,46,nan,nan,452,0,nan,nan,Day_Peak
2015-04-30 09:00:00,5873,5873,0,4751,472,152,46,nan,nan,452,0,nan,nan,
2015-04-30 08:00:00,5605,5605,0,4649,301,157,46,nan,nan,452,0,nan,nan,
2015-04-30 06:59:59,5260,5260,0,4382,243,153,30,nan,nan,452,0,nan,nan,
2015-04-30 00:00:00,5809,5809,0,4901,257,154,46,nan,nan,451,0,nan,nan,
2015-04-30 06:00:00,5044,5044,0,4195,201,153,44,nan,nan,451,0,nan,nan,
2015-04-30 05:00:00,4986,4986,0,4230,106,154,44,nan,nan,452,0,nan,nan,
2015-04-30 03:59:59,5287,5287,0,4495,140,154,46,nan,nan,452,0,nan,nan,
2015-04-30 03:00:00,5297,5297,0,4510,136,155,44,nan,nan,452,0,nan,nan,
2015-04-30 02:00:00,5399,5399,0,4610,137,155,45,nan,nan,452,0,nan,nan,
2015-04-30 00:59:59,5538,5538,0,4743,144,153,46,nan,nan,452,0,nan,nan,
2015-05-01 12:00:00,4565,4565,0,3714,194,161,40,nan,nan,456,0,nan,nan,
2015-05-01 11:00:00,4552,4552,0,3737,158,161,40,nan,nan,456,0,nan,nan,Day_Peak
2015-05-01 09:59:59,4443,4443,0,3709,79,159,40,nan,nan,456,0,nan,nan,
2015-05-01 09:00:00,4220,4220,0,3442,119,157,46,nan,nan,456,0,nan,nan,
2015-05-01 08:00:00,4052,4052,0,3330,78,159,30,nan,nan,455,0,nan,nan,
2015-05-01 06:59:59,3989,3989,0,3255,79,159,40,nan,nan,456,0,nan,nan,
2015-05-01 23:00:00,5895,5895,0,4566,688,142,46,nan,nan,453,0,nan,nan,
2015-05-01 21:59:59,6238,6238,0,4515,1077,147,46,nan,nan,453,0,nan,nan,
2015-05-01 21:00:00,6507,6507,0,4495,1367,146,46,nan,nan,453,0,nan,nan,
2015-05-01 20:00:00,6727,6727,0,4519,1551,158,46,nan,nan,453,0,nan,nan,Evening_Peak
2015-05-01 18:59:59,6690,6690,0,4538,1499,155,46,nan,nan,452,0,nan,nan,
2015-05-01 18:30:00,6546,6546,0,4457,1437,154,46,nan,nan,452,0,nan,nan,
2015-05-01 18:00:00,6413,6413,0,4454,1306,155,46,nan,nan,452,0,nan,nan,
2015-05-01 17:29:59,5292,5292,0,3984,660,158,34,nan,nan,456,0,nan,nan,
2015-05-01 17:00:00,4709,4709,0,3812,252,156,34,nan,nan,455,0,nan,nan,
2015-05-01 15:59:59,4737,4737,0,3925,164,159,34,nan,nan,455,0,nan,nan,
2015-05-01 15:00:00,4969,4969,0,4143,181,156,34,nan,nan,455,0,nan,nan,
2015-05-01 14:00:00,4842,4842,0,4094,91,157,44,nan,nan,456,0,nan,nan,
2015-05-01 12:59:59,4754,4754,0,3920,178,160,40,nan,nan,456,0,nan,nan,
2015-05-01 06:00:00,3978,3978,0,3248,78,157,40,nan,nan,455,0,nan,nan,
2015-05-01 05:00:00,4203,4203,0,3464,87,154,42,nan,nan,456,0,nan,nan,
2015-05-01 03:59:59,4704,4704,0,3948,117,154,30,nan,nan,455,0,nan,nan,
2015-05-01 03:00:00,4878,4878,0,4094,145,156,30,nan,nan,453,0,nan,nan,
2015-05-01 02:00:00,5182,5182,0,4376,159,153,40,nan,nan,454,0,nan,nan,
